get  key  time: 0.00139587 s, token_id len: 33, device: cpu
get value time: 0.00122482 s, token_id len: 33, device: cpu
get  key  time: 0.00069423 s, token_id len: 17, device: cpu
get value time: 0.00055982 s, token_id len: 17, device: cpu
get  key  time: 0.00031699 s, token_id len: 20, device: cpu
get value time: 0.00041237 s, token_id len: 20, device: cpu
get  key  time: 0.00092983 s, token_id len: 10, device: cpu
get value time: 0.00094607 s, token_id len: 10, device: cpu
get  key  time: 0.00077058 s, token_id len: 20, device: cpu
get value time: 0.00051235 s, token_id len: 20, device: cpu
get  key  time: 0.00017589 s, token_id len: 10, device: cpu
get value time: 0.00015665 s, token_id len: 10, device: cpu
get  key  time: 0.00125267 s, token_id len: 20, device: cpu
get value time: 0.00082793 s, token_id len: 20, device: cpu
get  key  time: 0.00055016 s, token_id len: 30, device: cpu
get value time: 0.00078996 s, token_id len: 30, device: cpu
get  key  time: 0.00016224 s, token_id len: 10, device: cpu
get value time: 0.00015836 s, token_id len: 10, device: cpu
get  key  time: 0.00112177 s, token_id len: 26, device: cpu
get value time: 0.00301739 s, token_id len: 26, device: cpu
get  key  time: 0.00046845 s, token_id len: 24, device: cpu
get value time: 0.00409316 s, token_id len: 24, device: cpu
get  key  time: 0.00017367 s, token_id len: 10, device: cpu
get value time: 0.00015762 s, token_id len: 10, device: cpu
get  key  time: 0.00096560 s, token_id len: 33, device: cpu
get value time: 0.00336803 s, token_id len: 33, device: cpu
get  key  time: 0.00092373 s, token_id len: 17, device: cpu
get value time: 0.00048351 s, token_id len: 17, device: cpu
get  key  time: 0.00016120 s, token_id len: 10, device: cpu
get value time: 0.00014513 s, token_id len: 10, device: cpu
get  key  time: 0.00136156 s, token_id len: 25, device: cpu
get value time: 0.00450759 s, token_id len: 25, device: cpu
get  key  time: 0.00047172 s, token_id len: 15, device: cpu
get value time: 0.00417151 s, token_id len: 15, device: cpu
get  key  time: 0.00016968 s, token_id len: 10, device: cpu
get value time: 0.00014832 s, token_id len: 10, device: cpu
get  key  time: 0.00422317 s, token_id len: 24, device: cpu
get value time: 0.00086787 s, token_id len: 24, device: cpu
get  key  time: 0.00084032 s, token_id len: 26, device: cpu
get value time: 0.00083365 s, token_id len: 26, device: cpu
get  key  time: 0.00016951 s, token_id len: 10, device: cpu
get value time: 0.00014559 s, token_id len: 10, device: cpu
get  key  time: 0.00425567 s, token_id len: 24, device: cpu
get value time: 0.00423810 s, token_id len: 24, device: cpu
get  key  time: 0.00048100 s, token_id len: 26, device: cpu
get value time: 0.00272493 s, token_id len: 26, device: cpu
get  key  time: 0.00017482 s, token_id len: 10, device: cpu
get value time: 0.00016621 s, token_id len: 10, device: cpu
get  key  time: 0.00188755 s, token_id len: 23, device: cpu
get value time: 0.00111240 s, token_id len: 23, device: cpu
get  key  time: 0.00059628 s, token_id len: 27, device: cpu
get value time: 0.00148741 s, token_id len: 27, device: cpu
get  key  time: 0.00016021 s, token_id len: 10, device: cpu
get value time: 0.00015643 s, token_id len: 10, device: cpu
get  key  time: 0.00085155 s, token_id len: 29, device: cpu
get value time: 0.00117411 s, token_id len: 29, device: cpu
get  key  time: 0.00066638 s, token_id len: 21, device: cpu
get value time: 0.00048180 s, token_id len: 21, device: cpu
get  key  time: 0.00016543 s, token_id len: 10, device: cpu
get value time: 0.00015863 s, token_id len: 10, device: cpu
get  key  time: 0.00085347 s, token_id len: 23, device: cpu
get value time: 0.00103604 s, token_id len: 23, device: cpu
get  key  time: 0.00048624 s, token_id len: 27, device: cpu
get value time: 0.00074818 s, token_id len: 27, device: cpu
get  key  time: 0.00015475 s, token_id len: 10, device: cpu
get value time: 0.00014508 s, token_id len: 10, device: cpu
get  key  time: 0.00175469 s, token_id len: 26, device: cpu
get value time: 0.00171171 s, token_id len: 26, device: cpu
get  key  time: 0.00060118 s, token_id len: 24, device: cpu
get value time: 0.00062618 s, token_id len: 24, device: cpu
get  key  time: 0.00015002 s, token_id len: 10, device: cpu
get value time: 0.00016391 s, token_id len: 10, device: cpu
get  key  time: 0.00172161 s, token_id len: 28, device: cpu
get value time: 0.00080197 s, token_id len: 28, device: cpu
