get  key  time: 0.00079217 s, token_id len: 1, device: cpu
get value time: 0.00044900 s, token_id len: 1, device: cpu
get  key  time: 0.00051432 s, token_id len: 32, device: cpu
get value time: 0.00045306 s, token_id len: 32, device: cpu
get  key  time: 0.00046701 s, token_id len: 14, device: cpu
get value time: 0.00038567 s, token_id len: 14, device: cpu
get  key  time: 0.00043250 s, token_id len: 3, device: cpu
get value time: 0.00044495 s, token_id len: 3, device: cpu
get  key  time: 0.00027127 s, token_id len: 1, device: cpu
get value time: 0.00013987 s, token_id len: 1, device: cpu
get  key  time: 0.00017348 s, token_id len: 19, device: cpu
get value time: 0.00016971 s, token_id len: 19, device: cpu
get  key  time: 0.00061647 s, token_id len: 10, device: cpu
get value time: 0.00046682 s, token_id len: 10, device: cpu
get  key  time: 0.00128860 s, token_id len: 12, device: cpu
get value time: 0.00125460 s, token_id len: 12, device: cpu
get  key  time: 0.00044860 s, token_id len: 6, device: cpu
get value time: 0.00057391 s, token_id len: 6, device: cpu
get  key  time: 0.00022010 s, token_id len: 2, device: cpu
get value time: 0.00031703 s, token_id len: 2, device: cpu
get  key  time: 0.00017599 s, token_id len: 15, device: cpu
get value time: 0.00016609 s, token_id len: 15, device: cpu
get  key  time: 0.00052898 s, token_id len: 1, device: cpu
get value time: 0.00058580 s, token_id len: 1, device: cpu
get  key  time: 0.00126760 s, token_id len: 19, device: cpu
get value time: 0.00087243 s, token_id len: 19, device: cpu
get  key  time: 0.00059237 s, token_id len: 14, device: cpu
get value time: 0.00048119 s, token_id len: 14, device: cpu
get  key  time: 0.00040800 s, token_id len: 14, device: cpu
get value time: 0.00039765 s, token_id len: 14, device: cpu
get  key  time: 0.00022271 s, token_id len: 2, device: cpu
get value time: 0.00023118 s, token_id len: 2, device: cpu
get  key  time: 0.00017052 s, token_id len: 15, device: cpu
get value time: 0.00037241 s, token_id len: 15, device: cpu
get  key  time: 0.00044183 s, token_id len: 1, device: cpu
get value time: 0.00044907 s, token_id len: 1, device: cpu
get  key  time: 0.00048317 s, token_id len: 24, device: cpu
get value time: 0.00047946 s, token_id len: 24, device: cpu
get  key  time: 0.00048285 s, token_id len: 13, device: cpu
get value time: 0.00046863 s, token_id len: 13, device: cpu
get  key  time: 0.00046775 s, token_id len: 10, device: cpu
get value time: 0.00048813 s, token_id len: 10, device: cpu
get  key  time: 0.00022404 s, token_id len: 2, device: cpu
get value time: 0.00022341 s, token_id len: 2, device: cpu
get  key  time: 0.00016862 s, token_id len: 15, device: cpu
get value time: 0.00014687 s, token_id len: 15, device: cpu
get  key  time: 0.00096189 s, token_id len: 1, device: cpu
get value time: 0.00041540 s, token_id len: 1, device: cpu
get  key  time: 0.00046977 s, token_id len: 32, device: cpu
get value time: 0.00125214 s, token_id len: 32, device: cpu
get  key  time: 0.00047806 s, token_id len: 17, device: cpu
get value time: 0.00047420 s, token_id len: 17, device: cpu
get  key  time: 0.00016707 s, token_id len: 15, device: cpu
get value time: 0.00015679 s, token_id len: 15, device: cpu
get  key  time: 0.00130327 s, token_id len: 1, device: cpu
get value time: 0.00060140 s, token_id len: 1, device: cpu
get  key  time: 0.00047204 s, token_id len: 20, device: cpu
get value time: 0.00046589 s, token_id len: 20, device: cpu
get  key  time: 0.00051465 s, token_id len: 8, device: cpu
get value time: 0.00045152 s, token_id len: 8, device: cpu
get  key  time: 0.00084880 s, token_id len: 6, device: cpu
get value time: 0.00037353 s, token_id len: 6, device: cpu
get  key  time: 0.00021695 s, token_id len: 1, device: cpu
get value time: 0.00059837 s, token_id len: 1, device: cpu
get  key  time: 0.00014781 s, token_id len: 15, device: cpu
get value time: 0.00014160 s, token_id len: 15, device: cpu
get  key  time: 0.00105743 s, token_id len: 1, device: cpu
get value time: 0.00103065 s, token_id len: 1, device: cpu
get  key  time: 0.00037462 s, token_id len: 24, device: cpu
get value time: 0.00035184 s, token_id len: 24, device: cpu
get  key  time: 0.00048207 s, token_id len: 19, device: cpu
get value time: 0.00046962 s, token_id len: 19, device: cpu
get  key  time: 0.00041058 s, token_id len: 6, device: cpu
get value time: 0.00040286 s, token_id len: 6, device: cpu
